date,station,lon,lat,nearest1,dist1,nearest2,dist2,med05,std05,med1,std1,med2,std2
20020601,Paternoster,1.790927716665E1,-3.275751466665E1,1.5544E1,0.693020355584262,1.5545E1,1.21552982633127,1.5641E1,0.563521096813203,1.6205E1,0.885604856805858,1.6877E1,1.10030113328816
20020602,Paternoster,1.790927716665E1,-3.275751466665E1,1.5489E1,0.693020355584262,1.5484E1,1.21552982633127,1.5552E1,0.465536913576389,16,0.849696566158515,1.6823E1,1.12878775940289
20020603,Paternoster,1.790927716665E1,-3.275751466665E1,1.5811E1,0.693020355584262,1.5812E1,1.21552982633127,1.5899E1,0.253530478638573,1.6069E1,0.597337860930112,1.6827E1,0.916965095867179
20020604,Paternoster,1.790927716665E1,-3.275751466665E1,1.5943E1,0.693020355584262,1.5945E1,1.21552982633127,1.6091E1,0.205679572291868,1.6246E1,0.490790375849417,1.6863E1,0.834816469827416
20020605,Paternoster,1.790927716665E1,-3.275751466665E1,1.5979E1,0.693020355584262,1.598E1,1.21552982633127,1.6069E1,0.177815481481541,1.6174E1,0.427370252125648,1.6729E1,0.838116690377728
20020606,Paternoster,1.790927716665E1,-3.275751466665E1,1.5762E1,0.693020355584262,1.576E1,1.21552982633127,1.5853E1,0.156305653240169,1.5906E1,0.450783883082804,1.6523E1,0.84555916827647
20020607,Paternoster,1.790927716665E1,-3.275751466665E1,1.5643E1,0.693020355584262,1.5645E1,1.21552982633127,1.5647E1,0.182819099634019,1.576E1,0.376733462513081,1.6323E1,0.803400851768167
20020608,Paternoster,1.790927716665E1,-3.275751466665E1,1.5648E1,0.693020355584262,1.5653E1,1.21552982633127,1.5648E1,0.252856080975568,1.5825E1,0.380259160599136,1.6337E1,0.798731177891207
20020609,Paternoster,1.790927716665E1,-3.275751466665E1,1.555E1,0.693020355584262,1.5553E1,1.21552982633127,1.5575E1,0.286860023315278,1.5774E1,0.395615645626381,1.6239E1,0.799321484798298
20020610,Paternoster,1.790927716665E1,-3.275751466665E1,1.5266E1,0.693020355584262,1.5269E1,1.21552982633127,1.53515E1,0.363036709309227,1.5638E1,0.443854682723828,1.6135E1,0.81510644946319
20020611,Paternoster,1.790927716665E1,-3.275751466665E1,1.5405E1,0.693020355584262,1.5412E1,1.21552982633127,1.5466E1,0.308795913148023,1.569E1,0.385916442191982,1.6133E1,0.75041421005926
20020612,Paternoster,1.790927716665E1,-3.275751466665E1,1.5598E1,0.693020355584262,1.5601E1,1.21552982633127,1.5526E1,0.115453349266991,1.5591E1,0.314198763245143,1.5947E1,0.761393462400119
20020613,Paternoster,1.790927716665E1,-3.275751466665E1,1.5656E1,0.693020355584262,1.5659E1,1.21552982633127,1.5663E1,0.141317492819136,1.5734E1,0.310619572999832,1.6076E1,0.694695662067567
20020614,Paternoster,1.790927716665E1,-3.275751466665E1,1.5587E1,0.693020355584262,1.5594E1,1.21552982633127,1.5568E1,0.250758267545425,1.5734E1,0.413977667720107,1.6277E1,0.721186427976008
20020615,Paternoster,1.790927716665E1,-3.275751466665E1,1.5591E1,0.693020355584262,1.5594E1,1.21552982633127,1.5645E1,0.289934093569549,1.5909E1,0.41233736657827,1.6407E1,0.693994094432292
