Direction,Events,Events/Year,ChiSqr,RSqr,Method,Fit,Alpha,Beta,Xi,POT,,1,,,5,,,10,,,25,,,30,,,40,,,50,,,100,,
All,205,    12.190,no,     0.000,ML/MOM,weibull3,     0.149,     0.833,     1.623,     1.571,       NaN,     2.072,       NaN,       NaN,     2.437,       NaN,       NaN,     2.605,       NaN,       NaN,     2.834,       NaN,       NaN,     2.881,       NaN,       NaN,     2.955,       NaN,       NaN,     3.012,       NaN,       NaN,     3.195,       NaN,
E,205,    12.190,no,     0.000,ML/MOM,weibull3,     0.149,     0.833,     1.623,     1.571,       NaN,     2.072,       NaN,       NaN,     2.437,       NaN,       NaN,     2.605,       NaN,       NaN,     2.834,       NaN,       NaN,     2.881,       NaN,       NaN,     2.955,       NaN,       NaN,     3.012,       NaN,       NaN,     3.195,       NaN,
